FID,x,y,lineament_dens,drainage_dens,curah_hujan,slope,elevasi,litologi_Alluvial,litologi_Batigamping,litologi_Batuan_Sedimen,litologi_Batugamping,litologi_Breksi_Gunung_Api,litologi_Breksi_dan_Piroklastik_Muda,litologi_Breksi_dan_Piroklastik_Tua,litologi_Volkanoklastik,potensi
256,108.1726,-7.418880000000001,0.712494,169.963,250,3,6,0,0,1,0,0,0,0,0,1
257,108.1776,-7.418880000000001,0.712494,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
258,108.1826,-7.418880000000001,0.712494,189.9586,250,1,4,1,0,0,0,0,0,0,0,1
259,108.1876,-7.418880000000001,0.685607,189.9586,250,3,4,0,0,1,0,0,0,0,0,1
260,108.1926,-7.418880000000001,0.685607,189.9586,250,3,5,0,0,1,0,0,0,0,0,1
261,108.1976,-7.418880000000001,0.658721,209.9543,250,3,4,0,1,0,0,0,0,0,0,0
262,108.2027,-7.418880000000001,0.631834,209.9543,250,2,4,0,1,0,0,0,0,0,0,0
263,108.2077,-7.418880000000001,0.631834,189.9586,250,2,4,0,1,0,0,0,0,0,0,0
264,108.2127,-7.418880000000001,0.6049479999999999,189.9586,250,3,5,0,1,0,0,0,0,0,0,0
265,108.2177,-7.418880000000001,0.5780609999999999,189.9586,250,2,5,0,1,0,0,0,0,0,0,0
266,108.2678,-7.418880000000001,0.362969,229.9499,250,2,6,0,0,0,0,0,1,0,0,1
267,108.2728,-7.418880000000001,0.362969,249.9456,250,2,6,0,0,1,0,0,0,0,0,1
268,108.2778,-7.418880000000001,0.389855,269.9412,250,1,6,0,0,1,0,0,0,0,0,1
269,108.2828,-7.418880000000001,0.416742,269.9412,250,1,6,0,0,1,0,0,0,0,0,1
270,108.2878,-7.418880000000001,0.44362799999999997,269.9412,250,1,6,0,0,1,0,0,0,0,0,1
271,108.2928,-7.418880000000001,0.47051499999999996,269.9412,250,2,6,0,0,1,0,0,0,0,0,1
272,108.2978,-7.418880000000001,0.49740100000000004,269.9412,250,2,6,0,0,1,0,0,0,0,0,1
273,108.3028,-7.418880000000001,0.524288,269.9412,250,3,8,0,0,1,0,0,0,0,0,1
274,108.3078,-7.418880000000001,0.5511739999999999,289.9369,250,3,8,0,0,1,0,0,0,0,0,1
275,108.3178,-7.418880000000001,0.5511739999999999,309.9325,250,4,9,0,0,0,0,0,0,0,1,1
276,108.3228,-7.418880000000001,0.524288,309.9325,250,4,7,0,0,0,0,0,0,0,1,1
277,108.3278,-7.418880000000001,0.49740100000000004,329.9282,250,4,8,0,0,0,0,0,0,0,1,1
278,108.3329,-7.418880000000001,0.47051499999999996,329.9282,250,3,8,0,0,0,0,0,0,0,1,1
279,108.3379,-7.418880000000001,0.44362799999999997,329.9282,250,4,8,0,0,0,0,0,0,0,1,1
280,108.3429,-7.418880000000001,0.44362799999999997,329.9282,250,3,6,0,0,0,0,0,0,0,1,1
281,108.3479,-7.418880000000001,0.416742,329.9282,250,3,6,0,0,0,0,0,0,0,1,1
282,108.3529,-7.418880000000001,0.416742,309.9325,250,3,7,0,0,0,0,0,0,0,1,1
283,108.1325,-7.415210000000001,0.524288,189.9586,250,2,5,0,0,0,0,0,0,1,0,1
284,108.1375,-7.415210000000001,0.5511739999999999,189.9586,250,3,5,0,0,0,0,0,0,1,0,1
285,108.1426,-7.415210000000001,0.5780609999999999,189.9586,250,1,5,0,0,0,0,0,0,1,0,1
286,108.1476,-7.415210000000001,0.6049479999999999,169.963,250,1,5,0,0,1,0,0,0,0,0,1
287,108.1526,-7.415210000000001,0.631834,169.963,250,2,5,0,0,1,0,0,0,0,0,1
288,108.1576,-7.415210000000001,0.658721,169.963,250,3,5,0,0,1,0,0,0,0,0,1
289,108.1626,-7.415210000000001,0.685607,169.963,250,2,6,0,0,1,0,0,0,0,0,1
290,108.1676,-7.415210000000001,0.712494,169.963,250,3,5,0,0,1,0,0,0,0,0,1
291,108.1726,-7.415210000000001,0.712494,169.963,250,3,5,0,0,1,0,0,0,0,0,1
292,108.1776,-7.415210000000001,0.712494,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
293,108.1826,-7.415210000000001,0.712494,189.9586,250,2,4,1,0,0,0,0,0,0,0,1
294,108.1876,-7.415210000000001,0.685607,189.9586,250,3,4,0,0,1,0,0,0,0,0,1
295,108.1926,-7.415210000000001,0.658721,189.9586,250,3,5,0,0,1,0,0,0,0,0,1
296,108.1976,-7.415210000000001,0.631834,189.9586,250,2,5,0,1,0,0,0,0,0,0,0
297,108.2027,-7.415210000000001,0.6049479999999999,189.9586,250,2,5,0,1,0,0,0,0,0,0,0
298,108.2077,-7.415210000000001,0.5780609999999999,189.9586,250,2,4,0,1,0,0,0,0,0,0,0
299,108.2127,-7.415210000000001,0.5511739999999999,189.9586,250,2,5,0,1,0,0,0,0,0,0,0
300,108.2728,-7.415210000000001,0.362969,229.9499,250,3,6,0,0,1,0,0,0,0,0,1
301,108.2778,-7.415210000000001,0.362969,249.9456,250,1,6,0,0,1,0,0,0,0,0,1
302,108.2828,-7.415210000000001,0.389855,269.9412,250,1,6,0,0,1,0,0,0,0,0,1
303,108.2878,-7.415210000000001,0.44362799999999997,269.9412,250,1,6,0,0,1,0,0,0,0,0,1
304,108.2928,-7.415210000000001,0.47051499999999996,269.9412,250,3,6,0,0,1,0,0,0,0,0,1
305,108.2978,-7.415210000000001,0.49740100000000004,269.9412,250,3,7,0,0,1,0,0,0,0,0,1
306,108.3028,-7.415210000000001,0.524288,269.9412,250,3,8,0,0,1,0,0,0,0,0,1
307,108.3078,-7.415210000000001,0.524288,269.9412,250,3,9,0,0,1,0,0,0,0,0,1
308,108.3128,-7.415210000000001,0.524288,289.9369,250,3,10,0,0,1,0,0,0,0,0,1
309,108.3329,-7.415210000000001,0.47051499999999996,329.9282,250,4,7,0,0,0,0,0,0,0,1,1
310,108.3379,-7.415210000000001,0.44362799999999997,329.9282,250,4,7,0,0,0,0,0,0,0,1,1
311,108.3429,-7.415210000000001,0.416742,309.9325,250,3,6,0,0,1,0,0,0,0,0,1
312,108.1325,-7.41154,0.524288,189.9586,250,2,5,0,0,0,0,0,0,1,0,1
313,108.1375,-7.41154,0.5511739999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
314,108.1426,-7.41154,0.5780609999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
315,108.1476,-7.41154,0.6049479999999999,169.963,250,3,5,0,0,1,0,0,0,0,0,1
316,108.1526,-7.41154,0.631834,169.963,250,3,5,0,0,1,0,0,0,0,0,1
317,108.1576,-7.41154,0.658721,169.963,250,2,6,0,0,1,0,0,0,0,0,1
318,108.1626,-7.41154,0.685607,169.963,250,2,6,0,0,1,0,0,0,0,0,1
319,108.1676,-7.41154,0.712494,169.963,250,2,5,0,0,1,0,0,0,0,0,1
320,108.1726,-7.41154,0.712494,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
321,108.1776,-7.41154,0.712494,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
322,108.1826,-7.41154,0.685607,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
323,108.1876,-7.41154,0.658721,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
324,108.1926,-7.41154,0.631834,189.9586,250,1,4,0,0,1,0,0,0,0,0,1
325,108.2027,-7.41154,0.5780609999999999,189.9586,250,3,5,0,1,0,0,0,0,0,0,0
326,108.2077,-7.41154,0.5511739999999999,189.9586,250,3,5,0,1,0,0,0,0,0,0,0
327,108.2728,-7.41154,0.336082,229.9499,250,3,6,0,0,1,0,0,0,0,0,1
328,108.2778,-7.41154,0.362969,249.9456,250,2,6,0,0,1,0,0,0,0,0,1
329,108.2828,-7.41154,0.389855,249.9456,250,1,6,0,0,1,0,0,0,0,0,1
330,108.2878,-7.41154,0.416742,249.9456,250,1,6,0,0,1,0,0,0,0,0,1
331,108.3078,-7.41154,0.524288,269.9412,250,3,8,0,0,1,0,0,0,0,0,1
332,108.3128,-7.41154,0.524288,269.9412,250,4,9,0,0,1,0,0,0,0,0,1
333,108.3178,-7.41154,0.524288,289.9369,250,3,9,0,0,1,0,0,0,0,0,1
334,108.3228,-7.41154,0.49740100000000004,289.9369,250,4,7,0,0,1,0,0,0,0,0,1
335,108.1325,-7.40787,0.524288,189.9586,250,3,6,0,0,0,0,0,0,1,0,1
336,108.1375,-7.40787,0.5511739999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
337,108.1426,-7.40787,0.5780609999999999,189.9586,250,2,6,0,0,1,0,0,0,0,0,1
338,108.1476,-7.40787,0.6049479999999999,169.963,250,2,6,0,0,1,0,0,0,0,0,1
339,108.1526,-7.40787,0.631834,169.963,250,3,6,0,0,1,0,0,0,0,0,1
340,108.1576,-7.40787,0.658721,169.963,250,3,6,0,0,1,0,0,0,0,0,1
341,108.1626,-7.40787,0.685607,169.963,250,2,5,0,0,1,0,0,0,0,0,1
342,108.1676,-7.40787,0.685607,169.963,250,2,5,0,0,1,0,0,0,0,0,1
343,108.1726,-7.40787,0.685607,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
344,108.1776,-7.40787,0.685607,189.9586,250,2,4,1,0,0,0,0,0,0,0,1
345,108.1826,-7.40787,0.658721,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
346,108.1876,-7.40787,0.631834,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
347,108.1926,-7.40787,0.6049479999999999,189.9586,250,3,5,0,0,1,0,0,0,0,0,1
348,108.3078,-7.40787,0.49740100000000004,269.9412,250,4,7,0,0,1,0,0,0,0,0,1
349,108.3128,-7.40787,0.49740100000000004,269.9412,250,3,8,0,0,1,0,0,0,0,0,1
350,108.3178,-7.40787,0.49740100000000004,269.9412,250,3,8,0,0,1,0,0,0,0,0,1
351,108.3228,-7.40787,0.47051499999999996,289.9369,250,4,7,0,0,1,0,0,0,0,0,1
352,108.3278,-7.40787,0.44362799999999997,289.9369,250,3,6,0,0,1,0,0,0,0,0,1
353,108.3329,-7.40787,0.416742,289.9369,250,3,6,0,0,1,0,0,0,0,0,0
354,108.3379,-7.40787,0.389855,289.9369,250,3,5,0,0,1,0,0,0,0,0,0
355,108.3479,-7.40787,0.336082,289.9369,250,1,5,0,0,1,0,0,0,0,0,0
356,108.3529,-7.40787,0.336082,269.9412,250,1,5,0,0,1,0,0,0,0,0,0
357,108.1325,-7.4042,0.524288,189.9586,250,3,6,0,0,0,0,0,0,1,0,1
358,108.1375,-7.4042,0.5511739999999999,189.9586,250,3,6,0,0,1,0,0,0,0,0,1
359,108.1426,-7.4042,0.5511739999999999,189.9586,250,2,6,0,0,1,0,0,0,0,0,1
360,108.1476,-7.4042,0.5780609999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
361,108.1526,-7.4042,0.6049479999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
362,108.1576,-7.4042,0.631834,169.963,250,2,6,0,0,1,0,0,0,0,0,1
363,108.1626,-7.4042,0.658721,189.9586,250,3,6,0,0,1,0,0,0,0,0,1
364,108.1676,-7.4042,0.658721,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
365,108.1726,-7.4042,0.658721,189.9586,250,3,5,0,0,1,0,0,0,0,0,1
366,108.1776,-7.4042,0.631834,189.9586,250,2,4,1,0,0,0,0,0,0,0,1
367,108.1826,-7.4042,0.631834,189.9586,250,2,4,0,0,1,0,0,0,0,0,1
368,108.1876,-7.4042,0.5780609999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
369,108.3078,-7.4042,0.47051499999999996,249.9456,250,3,7,0,0,1,0,0,0,0,0,1
370,108.3128,-7.4042,0.47051499999999996,249.9456,250,3,7,0,0,1,0,0,0,0,0,1
371,108.3178,-7.4042,0.47051499999999996,269.9412,250,3,7,0,0,1,0,0,0,0,0,1
372,108.3228,-7.4042,0.44362799999999997,269.9412,250,4,6,0,0,1,0,0,0,0,0,1
373,108.3278,-7.4042,0.416742,269.9412,250,3,6,0,0,1,0,0,0,0,0,1
374,108.3329,-7.4042,0.389855,269.9412,250,3,5,0,0,1,0,0,0,0,0,1
375,108.3379,-7.4042,0.362969,269.9412,250,3,5,0,0,1,0,0,0,0,0,0
376,108.3529,-7.4042,0.309195,249.9456,250,1,5,0,0,1,0,0,0,0,0,0
377,108.1325,-7.400530000000001,0.49740100000000004,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
378,108.1375,-7.400530000000001,0.524288,189.9586,250,3,6,0,0,1,0,0,0,0,0,1
379,108.1426,-7.400530000000001,0.5511739999999999,169.963,250,2,6,0,0,1,0,0,0,0,0,1
380,108.1476,-7.400530000000001,0.5780609999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
381,108.1526,-7.400530000000001,0.6049479999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
382,108.1576,-7.400530000000001,0.6049479999999999,189.9586,250,1,6,0,0,1,0,0,0,0,0,1
383,108.1626,-7.400530000000001,0.631834,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
384,108.1676,-7.400530000000001,0.631834,189.9586,250,1,5,0,0,1,0,0,0,0,0,1
385,108.1726,-7.400530000000001,0.631834,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
386,108.1776,-7.400530000000001,0.6049479999999999,189.9586,250,3,4,0,0,1,0,0,0,0,0,1
387,108.1826,-7.400530000000001,0.5780609999999999,189.9586,250,1,4,0,0,0,0,0,1,0,0,1
388,108.1876,-7.400530000000001,0.5511739999999999,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
389,108.3128,-7.400530000000001,0.44362799999999997,249.9456,250,2,7,0,0,1,0,0,0,0,0,1
390,108.3178,-7.400530000000001,0.44362799999999997,249.9456,250,3,7,0,0,1,0,0,0,0,0,1
391,108.3228,-7.400530000000001,0.416742,249.9456,250,3,6,0,0,1,0,0,0,0,0,1
392,108.3278,-7.400530000000001,0.389855,249.9456,250,3,5,0,0,1,0,0,0,0,0,1
393,108.3329,-7.400530000000001,0.362969,269.9412,250,2,5,0,0,1,0,0,0,0,0,1
394,108.3379,-7.400530000000001,0.336082,249.9456,250,3,4,0,0,1,0,0,0,0,0,0
395,108.3429,-7.400530000000001,0.309195,249.9456,250,2,5,0,0,1,0,0,0,0,0,0
396,108.1325,-7.39686,0.49740100000000004,189.9586,250,2,6,0,0,1,0,0,0,0,0,1
397,108.1375,-7.39686,0.49740100000000004,169.963,250,1,6,0,0,1,0,0,0,0,0,1
398,108.1426,-7.39686,0.524288,169.963,250,2,6,0,0,1,0,0,0,0,0,1
399,108.1476,-7.39686,0.5511739999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
400,108.1526,-7.39686,0.5511739999999999,169.963,250,1,6,0,0,1,0,0,0,0,0,1
401,108.1576,-7.39686,0.5780609999999999,189.9586,250,2,6,0,0,1,0,0,0,0,0,1
402,108.1626,-7.39686,0.5780609999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
403,108.1676,-7.39686,0.5780609999999999,189.9586,250,2,5,0,0,0,0,0,0,1,0,1
404,108.1726,-7.39686,0.5780609999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
405,108.1776,-7.39686,0.5511739999999999,189.9586,250,2,5,0,0,1,0,0,0,0,0,1
406,108.1826,-7.39686,0.524288,209.9543,250,1,4,1,0,0,0,0,0,0,0,1
407,108.1876,-7.39686,0.49740100000000004,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
408,108.1926,-7.39686,0.44362799999999997,209.9543,250,3,5,0,0,0,0,0,1,0,0,0
409,108.3178,-7.39686,0.416742,229.9499,250,3,6,0,0,1,0,0,0,0,0,1
410,108.3228,-7.39686,0.389855,249.9456,250,2,5,0,0,1,0,0,0,0,0,1
411,108.3429,-7.39686,0.28230900000000003,229.9499,250,2,5,0,0,1,0,0,0,0,0,0
412,108.1325,-7.39319,0.47051499999999996,169.963,250,2,6,0,0,1,0,0,0,0,0,1
413,108.1375,-7.39319,0.47051499999999996,169.963,250,1,6,0,0,1,0,0,0,0,0,1
414,108.1426,-7.39319,0.49740100000000004,169.963,250,1,6,0,0,1,0,0,0,0,0,1
415,108.1476,-7.39319,0.524288,169.963,250,1,6,0,0,0,0,0,0,1,0,1
416,108.1776,-7.39319,0.49740100000000004,209.9543,250,1,5,0,0,0,0,1,0,0,0,1
417,108.1826,-7.39319,0.47051499999999996,209.9543,250,1,4,0,0,0,0,1,0,0,0,1
418,108.1876,-7.39319,0.44362799999999997,209.9543,250,1,5,0,0,0,0,0,1,0,0,0
419,108.1926,-7.39319,0.389855,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
420,108.1976,-7.39319,0.336082,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
421,108.3228,-7.39319,0.362969,229.9499,250,2,5,0,0,1,0,0,0,0,0,1
422,108.3429,-7.39319,0.255422,229.9499,250,2,5,0,0,1,0,0,0,0,0,0
423,108.1826,-7.38952,0.416742,209.9543,250,2,4,0,0,0,0,1,0,0,0,0
424,108.1876,-7.38952,0.362969,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
425,108.1926,-7.38952,0.336082,209.9543,250,1,5,0,0,0,0,0,1,0,0,0
426,108.1976,-7.38952,0.28230900000000003,209.9543,250,1,5,0,0,0,0,0,1,0,0,0
427,108.2027,-7.38952,0.255422,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
428,108.3329,-7.38952,0.28230900000000003,209.9543,250,1,5,0,0,1,0,0,0,0,0,0
429,108.3379,-7.38952,0.28230900000000003,209.9543,250,2,4,0,0,1,0,0,0,0,0,0
430,108.3429,-7.38952,0.255422,209.9543,250,3,4,0,0,1,0,0,0,0,0,0
431,108.1876,-7.38585,0.309195,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
432,108.1926,-7.38585,0.28230900000000003,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
433,108.1976,-7.38585,0.22853600000000002,209.9543,250,1,5,0,0,0,0,0,1,0,0,0
434,108.2027,-7.38585,0.201649,209.9543,250,2,5,0,0,0,0,0,1,0,0,0
435,108.3379,-7.38585,0.255422,189.9586,250,2,4,0,0,1,0,0,0,0,0,0
436,108.3429,-7.38585,0.22853600000000002,189.9586,250,2,4,0,0,1,0,0,0,0,0,0
437,108.1926,-7.38218,0.22853600000000002,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
438,108.1976,-7.38218,0.201649,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
439,108.2027,-7.38218,0.147876,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
440,108.2878,-7.38218,0.255422,169.963,250,2,5,0,0,0,0,0,1,0,0,1
441,108.2928,-7.38218,0.28230900000000003,169.963,250,1,5,0,0,0,0,0,1,0,0,1
442,108.2978,-7.38218,0.28230900000000003,169.963,250,2,5,0,0,0,0,0,1,0,0,1
443,108.3028,-7.38218,0.309195,169.963,250,2,4,0,0,0,0,0,1,0,0,1
444,108.3429,-7.38218,0.22853600000000002,189.9586,250,1,4,0,0,1,0,0,0,0,0,0
445,108.1926,-7.37851,0.201649,209.9543,250,1,5,0,0,0,0,1,0,0,0,0
446,108.2027,-7.37851,0.12099000000000001,189.9586,250,1,5,0,0,0,0,1,0,0,0,0
447,108.2878,-7.37851,0.255422,169.963,250,1,5,0,0,0,0,0,1,0,0,1
448,108.2928,-7.37851,0.255422,169.963,250,1,5,0,0,0,0,0,1,0,0,1
449,108.2978,-7.37851,0.28230900000000003,169.963,250,1,5,0,0,0,0,0,1,0,0,1
450,108.3028,-7.37851,0.28230900000000003,169.963,250,2,4,0,0,0,0,0,1,0,0,1
451,108.3078,-7.37851,0.309195,169.963,250,2,5,0,0,0,0,0,1,0,0,1
452,108.1576,-7.37484,0.309195,209.9543,250,2,6,0,0,0,0,1,0,0,0,1
453,108.1876,-7.37484,0.201649,209.9543,250,2,5,0,0,0,0,1,0,0,0,0
454,108.2878,-7.37484,0.255422,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
455,108.2928,-7.37484,0.255422,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
456,108.2978,-7.37484,0.28230900000000003,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
457,108.3028,-7.37484,0.28230900000000003,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
458,108.3078,-7.37484,0.309195,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
459,108.1526,-7.371169999999999,0.255422,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
460,108.1576,-7.371169999999999,0.255422,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
461,108.2928,-7.371169999999999,0.28230900000000003,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
462,108.2978,-7.371169999999999,0.28230900000000003,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
463,108.3028,-7.371169999999999,0.309195,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
464,108.3078,-7.371169999999999,0.309195,149.9673,250,1,5,0,0,0,0,0,0,1,0,1
465,108.1426,-7.3675,0.201649,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
466,108.1476,-7.3675,0.201649,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
467,108.1526,-7.3675,0.22853600000000002,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
468,108.1576,-7.3675,0.22853600000000002,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
469,108.2928,-7.3675,0.28230900000000003,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
470,108.2978,-7.3675,0.309195,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
471,108.3028,-7.3675,0.309195,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
472,108.1325,-7.36383,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
473,108.1375,-7.36383,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
474,108.1426,-7.36383,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
475,108.1476,-7.36383,0.174763,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
476,108.1526,-7.36383,0.174763,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
477,108.1576,-7.36383,0.174763,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
478,108.2928,-7.36383,0.309195,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
479,108.2978,-7.36383,0.309195,149.9673,250,2,5,0,0,0,0,0,1,0,0,1
480,108.3028,-7.36383,0.309195,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
481,108.3078,-7.36383,0.336082,149.9673,250,1,5,0,0,0,0,0,0,1,0,1
482,108.1275,-7.36017,0.12099000000000001,229.9499,350,1,6,0,0,0,0,1,0,0,0,1
483,108.1325,-7.36017,0.12099000000000001,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
484,108.1375,-7.36017,0.12099000000000001,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
485,108.1426,-7.36017,0.12099000000000001,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
486,108.1476,-7.36017,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
487,108.1526,-7.36017,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
488,108.1576,-7.36017,0.147876,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
489,108.2978,-7.36017,0.336082,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
490,108.3028,-7.36017,0.336082,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
491,108.3078,-7.36017,0.336082,149.9673,250,1,4,0,0,0,0,0,0,1,0,1
492,108.1275,-7.3565,0.09410299999999999,229.9499,350,1,6,0,0,0,0,1,0,0,0,1
493,108.1325,-7.3565,0.09410299999999999,229.9499,350,1,6,0,0,0,0,1,0,0,0,1
494,108.1375,-7.3565,0.09410299999999999,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
495,108.1426,-7.3565,0.09410299999999999,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
496,108.1476,-7.3565,0.09410299999999999,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
497,108.1526,-7.3565,0.12099000000000001,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
498,108.1576,-7.3565,0.12099000000000001,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
499,108.2427,-7.3565,0.04033,149.9673,250,1,5,0,0,0,0,1,0,0,0,0
500,108.2978,-7.3565,0.336082,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
501,108.3028,-7.3565,0.336082,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
502,108.3078,-7.3565,0.336082,149.9673,250,1,4,0,0,0,0,0,0,1,0,1
503,108.1275,-7.35283,0.067216,229.9499,350,1,6,0,0,0,0,1,0,0,0,1
504,108.1325,-7.35283,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
505,108.1375,-7.35283,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
506,108.1426,-7.35283,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
507,108.1476,-7.35283,0.09410299999999999,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
508,108.1526,-7.35283,0.09410299999999999,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
509,108.1576,-7.35283,0.09410299999999999,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
510,108.1626,-7.35283,0.09410299999999999,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
511,108.2377,-7.35283,0.04033,149.9673,350,1,6,0,0,0,0,1,0,0,0,0
512,108.2427,-7.35283,0.067216,169.963,350,1,5,0,0,0,0,1,0,0,0,0
513,108.2477,-7.35283,0.067216,169.963,350,1,5,0,0,0,0,1,0,0,0,0
514,108.2728,-7.35283,0.255422,189.9586,250,1,5,0,0,0,0,0,1,0,0,0
515,108.2778,-7.35283,0.28230900000000003,169.963,250,1,5,0,0,0,0,0,1,0,0,0
516,108.2828,-7.35283,0.309195,169.963,250,1,5,0,0,0,0,0,1,0,0,0
517,108.2928,-7.35283,0.336082,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
518,108.2978,-7.35283,0.362969,149.9673,250,1,5,0,0,0,0,0,1,0,0,1
519,108.3028,-7.35283,0.362969,149.9673,250,1,5,0,0,0,0,0,0,1,0,1
520,108.1275,-7.34916,0.04033,229.9499,350,1,6,0,0,0,0,1,0,0,0,1
521,108.1325,-7.34916,0.04033,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
522,108.1375,-7.34916,0.04033,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
523,108.1426,-7.34916,0.04033,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
524,108.1476,-7.34916,0.067216,209.9543,350,2,6,0,0,0,0,1,0,0,0,1
525,108.1526,-7.34916,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
526,108.1576,-7.34916,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
527,108.1626,-7.34916,0.067216,209.9543,350,1,6,0,0,0,0,1,0,0,0,1
528,108.2377,-7.34916,0.04033,169.963,350,1,5,0,0,0,0,1,0,0,0,0
529,108.2427,-7.34916,0.067216,169.963,350,1,5,0,0,0,0,1,0,0,0,0
530,108.2477,-7.34916,0.09410299999999999,169.963,350,1,5,0,0,0,0,1,0,0,0,0
531,108.2527,-7.34916,0.12099000000000001,169.963,350,1,5,0,0,0,0,1,0,0,0,0
532,108.2627,-7.34916,0.201649,189.9586,350,1,5,0,0,0,0,0,1,0,0,0
533,108.2678,-7.34916,0.255422,189.9586,250,1,5,0,0,0,0,0,1,0,0,0
534,108.2728,-7.34916,0.28230900000000003,189.9586,250,1,5,0,0,0,0,0,1,0,0,0
535,108.2778,-7.34916,0.309195,189.9586,250,1,5,0,0,0,0,0,1,0,0,0
