FID,x,y,lineament_dens,drainage_dens,curah_hujan,litologi,slope,elevasi,potensi
52,108.1726,-7.43723,0.604948,189.9586,250,Batugamping,3,6,Buruk
53,108.1776,-7.43723,0.604948,189.9586,250,Batugamping,3,5,Buruk
54,108.1826,-7.43723,0.631834,189.9586,250,Alluvial,3,4,Baik
55,108.1876,-7.43723,0.631834,209.9543,250,Batigamping,2,4,Buruk
56,108.1926,-7.43723,0.631834,209.9543,250,Batigamping,2,3,Buruk
57,108.1976,-7.43723,0.631834,209.9543,250,Batigamping,2,4,Buruk
58,108.2027,-7.43723,0.631834,229.9499,250,Batigamping,2,4,Buruk
59,108.2077,-7.43723,0.631834,229.9499,250,Batigamping,1,5,Buruk
60,108.2127,-7.43723,0.631834,229.9499,250,Batuan_Sedimen,3,5,Baik
61,108.2177,-7.43723,0.604948,229.9499,250,Batuan_Sedimen,2,5,Baik
62,108.2227,-7.43723,0.604948,209.9543,250,Batuan_Sedimen,3,5,Baik
63,108.2277,-7.43723,0.578061,209.9543,250,Batuan_Sedimen,3,5,Baik
64,108.2327,-7.43723,0.551174,209.9543,250,Batuan_Sedimen,3,5,Baik
65,108.2377,-7.43723,0.524288,229.9499,250,Batuan_Sedimen,3,6,Baik
66,108.2427,-7.43723,0.497401,229.9499,250,Batuan_Sedimen,2,7,Baik
67,108.2477,-7.43723,0.470515,229.9499,250,Batuan_Sedimen,1,7,Baik
68,108.2527,-7.43723,0.416742,249.9456,250,Batuan_Sedimen,3,7,Baik
69,108.2577,-7.43723,0.389855,269.9412,250,Batuan_Sedimen,3,7,Baik
70,108.2627,-7.43723,0.389855,269.9412,250,Batuan_Sedimen,2,6,Baik
71,108.2678,-7.43723,0.362969,289.9369,250,Batuan_Sedimen,3,6,Baik
72,108.2728,-7.43723,0.362969,289.9369,250,Batuan_Sedimen,3,6,Baik
73,108.2778,-7.43723,0.389855,309.9325,250,Batuan_Sedimen,1,6,Baik
74,108.2778,-7.43723,0.389855,309.9325,250,Batuan_Sedimen,1,6,Baik
75,108.2828,-7.43723,0.416742,309.9325,250,Batuan_Sedimen,3,7,Baik
76,108.2828,-7.43723,0.416742,309.9325,250,Batuan_Sedimen,3,7,Baik
77,108.2878,-7.43723,0.443628,309.9325,250,Batuan_Sedimen,3,8,Baik
78,108.2928,-7.43723,0.497401,329.9282,250,Volkanoklastik,4,8,Baik
79,108.2978,-7.43723,0.524288,329.9282,250,Volkanoklastik,4,10,Baik
80,108.3028,-7.43723,0.551174,329.9282,250,Volkanoklastik,4,11,Baik
81,108.3078,-7.43723,0.578061,329.9282,250,Volkanoklastik,5,11,Baik
82,108.3128,-7.43723,0.578061,349.9238,250,Volkanoklastik,5,12,Baik
83,108.3178,-7.43723,0.578061,349.9238,250,Volkanoklastik,4,14,Baik
84,108.3228,-7.43723,0.578061,349.9238,250,Volkanoklastik,5,13,Baik
85,108.3278,-7.43723,0.551174,369.9194,250,Volkanoklastik,5,11,Baik
86,108.3329,-7.43723,0.524288,369.9194,250,Volkanoklastik,4,8,Baik
87,108.3379,-7.43723,0.524288,369.9194,250,Volkanoklastik,4,8,Baik
88,108.3429,-7.43723,0.497401,369.9194,250,Volkanoklastik,3,8,Baik
89,108.3479,-7.43723,0.497401,349.9238,250,Volkanoklastik,2,8,Baik
90,108.3529,-7.43723,0.497401,349.9238,250,Volkanoklastik,4,8,Baik
91,108.1275,-7.43356,0.470515,169.963,250,Batuan_Sedimen,2,7,Baik
92,108.1325,-7.43356,0.470515,189.9586,250,Batuan_Sedimen,2,7,Baik
93,108.1375,-7.43356,0.470515,189.9586,250,Batuan_Sedimen,1,6,Baik
94,108.1426,-7.43356,0.470515,189.9586,250,Batuan_Sedimen,3,6,Baik
95,108.1476,-7.43356,0.497401,169.963,250,Batuan_Sedimen,1,6,Baik
96,108.1526,-7.43356,0.524288,169.963,250,Batuan_Sedimen,2,6,Baik
97,108.1576,-7.43356,0.551174,169.963,250,Batuan_Sedimen,3,6,Baik
98,108.1626,-7.43356,0.604948,169.963,250,Batuan_Sedimen,3,6,Baik
99,108.1676,-7.43356,0.631834,169.963,250,Batuan_Sedimen,3,6,Baik
100,108.1726,-7.43356,0.631834,169.963,250,Batuan_Sedimen,3,6,Baik
101,108.1776,-7.43356,0.658721,189.9586,250,Batuan_Sedimen,3,4,Baik
102,108.1826,-7.43356,0.658721,189.9586,250,Alluvial,2,4,Baik
103,108.1876,-7.43356,0.658721,209.9543,250,Batigamping,1,4,Buruk
104,108.1926,-7.43356,0.658721,209.9543,250,Batigamping,1,4,Buruk
105,108.1976,-7.43356,0.658721,209.9543,250,Batigamping,3,5,Buruk
106,108.2027,-7.43356,0.658721,209.9543,250,Batigamping,2,5,Buruk
107,108.2077,-7.43356,0.658721,209.9543,250,Batigamping,3,5,Buruk
108,108.2127,-7.43356,0.658721,209.9543,250,Batigamping,1,5,Buruk
109,108.2177,-7.43356,0.631834,209.9543,250,Batigamping,2,5,Buruk
110,108.2227,-7.43356,0.604948,209.9543,250,Batuan_Sedimen,2,5,Baik
111,108.2277,-7.43356,0.578061,209.9543,250,Batuan_Sedimen,2,5,Baik
112,108.2527,-7.43356,0.443628,229.9499,250,Batuan_Sedimen,1,7,Baik
113,108.2577,-7.43356,0.416742,249.9456,250,Batuan_Sedimen,3,7,Baik
114,108.2627,-7.43356,0.389855,269.9412,250,Batuan_Sedimen,2,6,Baik
115,108.2678,-7.43356,0.362969,269.9412,250,Batuan_Sedimen,1,5,Baik
116,108.2728,-7.43356,0.362969,289.9369,250,Batuan_Sedimen,2,6,Baik
117,108.2728,-7.43356,0.362969,289.9369,250,Batuan_Sedimen,2,6,Baik
118,108.2778,-7.43356,0.389855,289.9369,250,Batuan_Sedimen,1,6,Baik
119,108.2778,-7.43356,0.389855,289.9369,250,Batuan_Sedimen,1,6,Baik
120,108.2828,-7.43356,0.416742,309.9325,250,Batuan_Sedimen,2,7,Baik
121,108.2878,-7.43356,0.443628,309.9325,250,Batuan_Sedimen,2,7,Baik
122,108.2928,-7.43356,0.497401,309.9325,250,Volkanoklastik,3,8,Baik
123,108.2978,-7.43356,0.524288,309.9325,250,Volkanoklastik,3,9,Baik
124,108.3028,-7.43356,0.551174,309.9325,250,Volkanoklastik,4,9,Baik
125,108.3078,-7.43356,0.578061,329.9282,250,Volkanoklastik,5,10,Baik
126,108.3128,-7.43356,0.578061,329.9282,250,Volkanoklastik,5,11,Baik
127,108.3178,-7.43356,0.578061,349.9238,250,Volkanoklastik,5,13,Baik
128,108.3228,-7.43356,0.578061,349.9238,250,Volkanoklastik,5,12,Baik
129,108.3278,-7.43356,0.551174,349.9238,250,Volkanoklastik,5,10,Baik
130,108.3329,-7.43356,0.524288,369.9194,250,Volkanoklastik,4,8,Baik
131,108.3379,-7.43356,0.497401,369.9194,250,Volkanoklastik,3,7,Baik
132,108.3429,-7.43356,0.497401,369.9194,250,Volkanoklastik,4,7,Baik
133,108.3479,-7.43356,0.470515,349.9238,250,Volkanoklastik,4,7,Baik
134,108.3529,-7.43356,0.470515,349.9238,250,Volkanoklastik,2,8,Baik
135,108.1275,-7.42989,0.470515,189.9586,250,Batuan_Sedimen,2,6,Baik
136,108.1325,-7.42989,0.470515,189.9586,250,Batuan_Sedimen,2,6,Baik
137,108.1375,-7.42989,0.470515,189.9586,250,Batuan_Sedimen,2,6,Baik
138,108.1426,-7.42989,0.497401,189.9586,250,Batuan_Sedimen,3,6,Baik
139,108.1476,-7.42989,0.524288,169.963,250,Batuan_Sedimen,2,6,Baik
140,108.1526,-7.42989,0.551174,169.963,250,Batuan_Sedimen,2,6,Baik
141,108.1576,-7.42989,0.604948,169.963,250,Batuan_Sedimen,3,5,Baik
142,108.1626,-7.42989,0.631834,169.963,250,Batuan_Sedimen,3,5,Baik
143,108.1676,-7.42989,0.658721,169.963,250,Batuan_Sedimen,4,6,Baik
144,108.1726,-7.42989,0.658721,169.963,250,Batuan_Sedimen,4,5,Baik
145,108.1776,-7.42989,0.685607,189.9586,250,Batuan_Sedimen,2,5,Baik
146,108.1826,-7.42989,0.685607,189.9586,250,Alluvial,3,4,Baik
147,108.1876,-7.42989,0.685607,209.9543,250,Batigamping,2,4,Buruk
148,108.1926,-7.42989,0.685607,209.9543,250,Batigamping,1,4,Buruk
149,108.1976,-7.42989,0.685607,209.9543,250,Batigamping,3,5,Buruk
150,108.2027,-7.42989,0.685607,209.9543,250,Batigamping,1,5,Buruk
151,108.2077,-7.42989,0.658721,209.9543,250,Batigamping,2,5,Buruk
152,108.2127,-7.42989,0.658721,209.9543,250,Batigamping,2,5,Buruk
153,108.2177,-7.42989,0.631834,209.9543,250,Batigamping,1,5,Buruk
154,108.2227,-7.42989,0.604948,189.9586,250,Batigamping,2,5,Buruk
155,108.2277,-7.42989,0.578061,189.9586,250,Batigamping,3,5,Buruk
156,108.2728,-7.42989,0.362969,269.9412,250,Batuan_Sedimen,3,6,Baik
157,108.2728,-7.42989,0.362969,269.9412,250,Batuan_Sedimen,3,6,Baik
158,108.2778,-7.42989,0.389855,289.9369,250,Batuan_Sedimen,1,6,Baik
159,108.2828,-7.42989,0.416742,289.9369,250,Batuan_Sedimen,2,6,Baik
160,108.2878,-7.42989,0.443628,289.9369,250,Batuan_Sedimen,3,7,Baik
161,108.2928,-7.42989,0.497401,289.9369,250,Batuan_Sedimen,3,7,Baik
162,108.2978,-7.42989,0.524288,309.9325,250,Volkanoklastik,3,8,Baik
163,108.3028,-7.42989,0.551174,309.9325,250,Volkanoklastik,3,8,Baik
164,108.3078,-7.42989,0.578061,309.9325,250,Volkanoklastik,4,8,Baik
165,108.3128,-7.42989,0.578061,329.9282,250,Volkanoklastik,5,11,Baik
166,108.3178,-7.42989,0.578061,329.9282,250,Volkanoklastik,4,11,Baik
167,108.3228,-7.42989,0.551174,349.9238,250,Volkanoklastik,5,10,Baik
168,108.3278,-7.42989,0.551174,349.9238,250,Volkanoklastik,4,9,Baik
169,108.3329,-7.42989,0.524288,349.9238,250,Volkanoklastik,4,8,Baik
170,108.3379,-7.42989,0.497401,369.9194,250,Volkanoklastik,3,7,Baik
171,108.3429,-7.42989,0.470515,349.9238,250,Volkanoklastik,2,6,Baik
172,108.3479,-7.42989,0.470515,349.9238,250,Volkanoklastik,3,7,Baik
173,108.3529,-7.42989,0.470515,329.9282,250,Volkanoklastik,4,8,Baik
174,108.1275,-7.42622,0.497401,189.9586,250,Batuan_Sedimen,3,6,Baik
175,108.1325,-7.42622,0.497401,189.9586,250,Batuan_Sedimen,3,6,Baik
176,108.1375,-7.42622,0.497401,189.9586,250,Batuan_Sedimen,3,6,Baik
177,108.1426,-7.42622,0.524288,189.9586,250,Batuan_Sedimen,3,5,Baik
178,108.1476,-7.42622,0.551174,169.963,250,Batuan_Sedimen,3,5,Baik
179,108.1526,-7.42622,0.578061,169.963,250,Batuan_Sedimen,3,5,Baik
180,108.1576,-7.42622,0.631834,169.963,250,Batuan_Sedimen,3,5,Baik
181,108.1626,-7.42622,0.658721,169.963,250,Batuan_Sedimen,2,5,Baik
182,108.1676,-7.42622,0.685607,169.963,250,Batuan_Sedimen,2,4,Baik
183,108.1726,-7.42622,0.685607,169.963,250,Batuan_Sedimen,2,4,Baik
184,108.1776,-7.42622,0.712494,189.9586,250,Batuan_Sedimen,3,5,Baik
185,108.1826,-7.42622,0.712494,189.9586,250,Alluvial,3,4,Baik
186,108.1876,-7.42622,0.685607,189.9586,250,Batigamping,2,4,Buruk
187,108.1926,-7.42622,0.685607,209.9543,250,Batigamping,2,4,Buruk
188,108.1976,-7.42622,0.685607,209.9543,250,Batigamping,3,4,Buruk
189,108.2027,-7.42622,0.685607,209.9543,250,Batigamping,3,4,Buruk
190,108.2077,-7.42622,0.658721,209.9543,250,Batigamping,3,5,Buruk
191,108.2127,-7.42622,0.658721,209.9543,250,Batigamping,1,5,Buruk
192,108.2177,-7.42622,0.631834,189.9586,250,Batigamping,3,5,Buruk
193,108.2227,-7.42622,0.604948,189.9586,250,Batigamping,1,6,Buruk
194,108.2728,-7.42622,0.362969,269.9412,250,Batuan_Sedimen,1,6,Baik
195,108.2778,-7.42622,0.389855,269.9412,250,Batuan_Sedimen,2,6,Baik
196,108.2828,-7.42622,0.416742,289.9369,250,Batuan_Sedimen,2,6,Baik
197,108.2878,-7.42622,0.443628,289.9369,250,Batuan_Sedimen,3,6,Baik
198,108.2928,-7.42622,0.497401,289.9369,250,Batuan_Sedimen,3,7,Baik
199,108.2978,-7.42622,0.524288,289.9369,250,Batuan_Sedimen,3,7,Baik
200,108.3028,-7.42622,0.551174,289.9369,250,Volkanoklastik,3,8,Baik
201,108.3078,-7.42622,0.551174,309.9325,250,Volkanoklastik,3,8,Baik
202,108.3128,-7.42622,0.578061,309.9325,250,Volkanoklastik,4,10,Baik
203,108.3178,-7.42622,0.578061,329.9282,250,Volkanoklastik,4,10,Baik
204,108.3228,-7.42622,0.551174,329.9282,250,Volkanoklastik,4,9,Baik
205,108.3278,-7.42622,0.524288,349.9238,250,Volkanoklastik,3,9,Baik
206,108.3329,-7.42622,0.524288,349.9238,250,Volkanoklastik,3,8,Baik
207,108.3379,-7.42622,0.497401,349.9238,250,Volkanoklastik,4,7,Baik
208,108.3429,-7.42622,0.470515,349.9238,250,Volkanoklastik,3,6,Baik
209,108.3479,-7.42622,0.443628,349.9238,250,Volkanoklastik,3,6,Baik
210,108.3529,-7.42622,0.443628,329.9282,250,Volkanoklastik,4,7,Baik
211,108.1275,-7.42255,0.497401,189.9586,250,Batuan_Sedimen,2,6,Baik
212,108.1325,-7.42255,0.524288,189.9586,250,Batuan_Sedimen,2,6,Baik
213,108.1375,-7.42255,0.524288,189.9586,250,Batuan_Sedimen,2,5,Baik
214,108.1426,-7.42255,0.551174,189.9586,250,Batuan_Sedimen,2,5,Baik
215,108.1476,-7.42255,0.578061,169.963,250,Batuan_Sedimen,3,5,Baik
216,108.1526,-7.42255,0.604948,169.963,250,Batuan_Sedimen,3,5,Baik
217,108.1576,-7.42255,0.631834,169.963,250,Batuan_Sedimen,2,5,Baik
218,108.1626,-7.42255,0.658721,169.963,250,Batuan_Sedimen,2,5,Baik
219,108.1676,-7.42255,0.685607,169.963,250,Batuan_Sedimen,3,5,Baik
220,108.1726,-7.42255,0.712494,169.963,250,Batuan_Sedimen,3,5,Baik
221,108.1776,-7.42255,0.712494,189.9586,250,Batuan_Sedimen,2,4,Baik
222,108.1826,-7.42255,0.712494,189.9586,250,Alluvial,3,5,Baik
223,108.1876,-7.42255,0.712494,189.9586,250,Batigamping,2,4,Baik
224,108.1926,-7.42255,0.685607,209.9543,250,Batigamping,2,4,Buruk
225,108.1976,-7.42255,0.685607,209.9543,250,Batigamping,2,4,Buruk
226,108.2027,-7.42255,0.658721,209.9543,250,Batigamping,2,4,Buruk
227,108.2077,-7.42255,0.658721,209.9543,250,Batigamping,3,5,Buruk
228,108.2127,-7.42255,0.631834,189.9586,250,Batigamping,2,5,Buruk
229,108.2177,-7.42255,0.604948,189.9586,250,Batigamping,2,5,Buruk
230,108.2678,-7.42255,0.362969,229.9499,250,Breksi_dan_Piroklastik_Muda,2,6,Baik
231,108.2728,-7.42255,0.362969,249.9456,250,Batuan_Sedimen,3,6,Baik
232,108.2778,-7.42255,0.389855,269.9412,250,Batuan_Sedimen,2,6,Baik
233,108.2828,-7.42255,0.416742,269.9412,250,Batuan_Sedimen,1,6,Baik
234,108.2878,-7.42255,0.443628,269.9412,250,Batuan_Sedimen,3,6,Baik
235,108.2928,-7.42255,0.470515,289.9369,250,Batuan_Sedimen,3,7,Baik
236,108.2978,-7.42255,0.524288,289.9369,250,Batuan_Sedimen,3,7,Baik
237,108.3028,-7.42255,0.524288,289.9369,250,Batuan_Sedimen,3,8,Baik
238,108.3078,-7.42255,0.551174,289.9369,250,Volkanoklastik,3,8,Baik
239,108.3128,-7.42255,0.551174,309.9325,250,Volkanoklastik,3,10,Baik
240,108.3178,-7.42255,0.551174,309.9325,250,Volkanoklastik,4,9,Baik
241,108.3228,-7.42255,0.551174,329.9282,250,Volkanoklastik,4,9,Baik
242,108.3278,-7.42255,0.524288,329.9282,250,Volkanoklastik,4,9,Baik
243,108.3329,-7.42255,0.497401,349.9238,250,Volkanoklastik,3,8,Baik
244,108.3379,-7.42255,0.470515,349.9238,250,Volkanoklastik,3,7,Baik
245,108.3429,-7.42255,0.443628,349.9238,250,Volkanoklastik,3,6,Baik
246,108.3479,-7.42255,0.443628,329.9282,250,Volkanoklastik,3,6,Baik
247,108.3529,-7.42255,0.416742,329.9282,250,Volkanoklastik,2,6,Baik
248,108.1325,-7.41888,0.524288,189.9586,250,Batuan_Sedimen,2,5,Baik
249,108.1375,-7.41888,0.524288,189.9586,250,Breksi_dan_Piroklastik_Tua,2,6,Baik
250,108.1426,-7.41888,0.551174,189.9586,250,Batuan_Sedimen,2,5,Baik
251,108.1476,-7.41888,0.578061,169.963,250,Batuan_Sedimen,3,5,Baik
252,108.1526,-7.41888,0.631834,169.963,250,Batuan_Sedimen,1,5,Baik
253,108.1576,-7.41888,0.658721,169.963,250,Batuan_Sedimen,2,5,Baik
254,108.1626,-7.41888,0.685607,169.963,250,Batuan_Sedimen,3,5,Baik
255,108.1676,-7.41888,0.712494,169.963,250,Batuan_Sedimen,3,6,Baik
256,108.1726,-7.41888,0.712494,169.963,250,Batuan_Sedimen,3,6,Baik
257,108.1776,-7.41888,0.712494,189.9586,250,Batuan_Sedimen,2,4,Baik
258,108.1826,-7.41888,0.712494,189.9586,250,Alluvial,1,4,Baik
259,108.1876,-7.41888,0.685607,189.9586,250,Batuan_Sedimen,3,4,Baik
260,108.1926,-7.41888,0.685607,189.9586,250,Batuan_Sedimen,3,5,Baik
261,108.1976,-7.41888,0.658721,209.9543,250,Batigamping,3,4,Buruk
262,108.2027,-7.41888,0.631834,209.9543,250,Batigamping,2,4,Buruk
263,108.2077,-7.41888,0.631834,189.9586,250,Batigamping,2,4,Buruk
264,108.2127,-7.41888,0.604948,189.9586,250,Batigamping,3,5,Buruk
265,108.2177,-7.41888,0.578061,189.9586,250,Batigamping,2,5,Buruk
266,108.2678,-7.41888,0.362969,229.9499,250,Breksi_dan_Piroklastik_Muda,2,6,Baik
267,108.2728,-7.41888,0.362969,249.9456,250,Batuan_Sedimen,2,6,Baik
268,108.2778,-7.41888,0.389855,269.9412,250,Batuan_Sedimen,1,6,Baik
269,108.2828,-7.41888,0.416742,269.9412,250,Batuan_Sedimen,1,6,Baik
270,108.2878,-7.41888,0.443628,269.9412,250,Batuan_Sedimen,1,6,Baik
271,108.2928,-7.41888,0.470515,269.9412,250,Batuan_Sedimen,2,6,Baik
272,108.2978,-7.41888,0.497401,269.9412,250,Batuan_Sedimen,2,6,Baik
273,108.3028,-7.41888,0.524288,269.9412,250,Batuan_Sedimen,3,8,Baik
274,108.3078,-7.41888,0.551174,289.9369,250,Batuan_Sedimen,3,8,Baik
275,108.3178,-7.41888,0.551174,309.9325,250,Volkanoklastik,4,9,Baik
276,108.3228,-7.41888,0.524288,309.9325,250,Volkanoklastik,4,7,Baik
277,108.3278,-7.41888,0.497401,329.9282,250,Volkanoklastik,4,8,Baik
278,108.3329,-7.41888,0.470515,329.9282,250,Volkanoklastik,3,8,Baik
279,108.3379,-7.41888,0.443628,329.9282,250,Volkanoklastik,4,8,Baik
280,108.3429,-7.41888,0.443628,329.9282,250,Volkanoklastik,3,6,Baik
281,108.3479,-7.41888,0.416742,329.9282,250,Volkanoklastik,3,6,Baik
282,108.3529,-7.41888,0.416742,309.9325,250,Volkanoklastik,3,7,Baik
283,108.1325,-7.41521,0.524288,189.9586,250,Breksi_dan_Piroklastik_Tua,2,5,Baik
284,108.1375,-7.41521,0.551174,189.9586,250,Breksi_dan_Piroklastik_Tua,3,5,Baik
285,108.1426,-7.41521,0.578061,189.9586,250,Breksi_dan_Piroklastik_Tua,1,5,Baik
286,108.1476,-7.41521,0.604948,169.963,250,Batuan_Sedimen,1,5,Baik
287,108.1526,-7.41521,0.631834,169.963,250,Batuan_Sedimen,2,5,Baik
288,108.1576,-7.41521,0.658721,169.963,250,Batuan_Sedimen,3,5,Baik
289,108.1626,-7.41521,0.685607,169.963,250,Batuan_Sedimen,2,6,Baik
290,108.1676,-7.41521,0.712494,169.963,250,Batuan_Sedimen,3,5,Baik
291,108.1726,-7.41521,0.712494,169.963,250,Batuan_Sedimen,3,5,Baik
292,108.1776,-7.41521,0.712494,189.9586,250,Batuan_Sedimen,2,4,Baik
293,108.1826,-7.41521,0.712494,189.9586,250,Alluvial,2,4,Baik
294,108.1876,-7.41521,0.685607,189.9586,250,Batuan_Sedimen,3,4,Baik
295,108.1926,-7.41521,0.658721,189.9586,250,Batuan_Sedimen,3,5,Baik
296,108.1976,-7.41521,0.631834,189.9586,250,Batigamping,2,5,Buruk
297,108.2027,-7.41521,0.604948,189.9586,250,Batigamping,2,5,Buruk
298,108.2077,-7.41521,0.578061,189.9586,250,Batigamping,2,4,Buruk
299,108.2127,-7.41521,0.551174,189.9586,250,Batigamping,2,5,Buruk
300,108.2728,-7.41521,0.362969,229.9499,250,Batuan_Sedimen,3,6,Baik
301,108.2778,-7.41521,0.362969,249.9456,250,Batuan_Sedimen,1,6,Baik
302,108.2828,-7.41521,0.389855,269.9412,250,Batuan_Sedimen,1,6,Baik
303,108.2878,-7.41521,0.443628,269.9412,250,Batuan_Sedimen,1,6,Baik
304,108.2928,-7.41521,0.470515,269.9412,250,Batuan_Sedimen,3,6,Baik
305,108.2978,-7.41521,0.497401,269.9412,250,Batuan_Sedimen,3,7,Baik
306,108.3028,-7.41521,0.524288,269.9412,250,Batuan_Sedimen,3,8,Baik
307,108.3078,-7.41521,0.524288,269.9412,250,Batuan_Sedimen,3,9,Baik
308,108.3128,-7.41521,0.524288,289.9369,250,Batuan_Sedimen,3,10,Baik
309,108.3329,-7.41521,0.470515,329.9282,250,Volkanoklastik,4,7,Baik
310,108.3379,-7.41521,0.443628,329.9282,250,Volkanoklastik,4,7,Baik
311,108.3429,-7.41521,0.416742,309.9325,250,Batuan_Sedimen,3,6,Baik
312,108.1325,-7.41154,0.524288,189.9586,250,Breksi_dan_Piroklastik_Tua,2,5,Baik
313,108.1375,-7.41154,0.551174,189.9586,250,Batuan_Sedimen,2,5,Baik
314,108.1426,-7.41154,0.578061,189.9586,250,Batuan_Sedimen,2,5,Baik
315,108.1476,-7.41154,0.604948,169.963,250,Batuan_Sedimen,3,5,Baik
316,108.1526,-7.41154,0.631834,169.963,250,Batuan_Sedimen,3,5,Baik
317,108.1576,-7.41154,0.658721,169.963,250,Batuan_Sedimen,2,6,Baik
318,108.1626,-7.41154,0.685607,169.963,250,Batuan_Sedimen,2,6,Baik
319,108.1676,-7.41154,0.712494,169.963,250,Batuan_Sedimen,2,5,Baik
320,108.1726,-7.41154,0.712494,189.9586,250,Batuan_Sedimen,2,5,Baik
321,108.1776,-7.41154,0.712494,189.9586,250,Batuan_Sedimen,2,5,Baik
322,108.1826,-7.41154,0.685607,189.9586,250,Batuan_Sedimen,2,4,Baik
323,108.1876,-7.41154,0.658721,189.9586,250,Batuan_Sedimen,2,4,Baik
324,108.1926,-7.41154,0.631834,189.9586,250,Batuan_Sedimen,1,4,Baik
325,108.2027,-7.41154,0.578061,189.9586,250,Batigamping,3,5,Buruk
326,108.2077,-7.41154,0.551174,189.9586,250,Batigamping,3,5,Buruk
327,108.2728,-7.41154,0.336082,229.9499,250,Batuan_Sedimen,3,6,Baik
328,108.2778,-7.41154,0.362969,249.9456,250,Batuan_Sedimen,2,6,Baik
329,108.2828,-7.41154,0.389855,249.9456,250,Batuan_Sedimen,1,6,Baik
330,108.2878,-7.41154,0.416742,249.9456,250,Batuan_Sedimen,1,6,Baik
331,108.3078,-7.41154,0.524288,269.9412,250,Batuan_Sedimen,3,8,Baik
332,108.3128,-7.41154,0.524288,269.9412,250,Batuan_Sedimen,4,9,Baik
333,108.3178,-7.41154,0.524288,289.9369,250,Batuan_Sedimen,3,9,Baik
334,108.3228,-7.41154,0.497401,289.9369,250,Batuan_Sedimen,4,7,Baik
335,108.1325,-7.40787,0.524288,189.9586,250,Breksi_dan_Piroklastik_Tua,3,6,Baik
336,108.1375,-7.40787,0.551174,189.9586,250,Batuan_Sedimen,2,5,Baik
337,108.1426,-7.40787,0.578061,189.9586,250,Batuan_Sedimen,2,6,Baik
338,108.1476,-7.40787,0.604948,169.963,250,Batuan_Sedimen,2,6,Baik
339,108.1526,-7.40787,0.631834,169.963,250,Batuan_Sedimen,3,6,Baik
340,108.1576,-7.40787,0.658721,169.963,250,Batuan_Sedimen,3,6,Baik
341,108.1626,-7.40787,0.685607,169.963,250,Batuan_Sedimen,2,5,Baik
342,108.1676,-7.40787,0.685607,169.963,250,Batuan_Sedimen,2,5,Baik
343,108.1726,-7.40787,0.685607,189.9586,250,Batuan_Sedimen,2,4,Baik
344,108.1776,-7.40787,0.685607,189.9586,250,Alluvial,2,4,Baik
345,108.1826,-7.40787,0.658721,189.9586,250,Batuan_Sedimen,2,4,Baik
346,108.1876,-7.40787,0.631834,189.9586,250,Batuan_Sedimen,2,5,Baik
347,108.1926,-7.40787,0.604948,189.9586,250,Batuan_Sedimen,3,5,Baik
348,108.3078,-7.40787,0.497401,269.9412,250,Batuan_Sedimen,4,7,Baik
349,108.3128,-7.40787,0.497401,269.9412,250,Batuan_Sedimen,3,8,Baik
350,108.3178,-7.40787,0.497401,269.9412,250,Batuan_Sedimen,3,8,Baik
351,108.3228,-7.40787,0.470515,289.9369,250,Batuan_Sedimen,4,7,Baik
352,108.3278,-7.40787,0.443628,289.9369,250,Batuan_Sedimen,3,6,Baik
353,108.3329,-7.40787,0.416742,289.9369,250,Batuan_Sedimen,3,6,Buruk
354,108.3379,-7.40787,0.389855,289.9369,250,Batuan_Sedimen,3,5,Buruk
355,108.3479,-7.40787,0.336082,289.9369,250,Batuan_Sedimen,1,5,Buruk
356,108.3529,-7.40787,0.336082,269.9412,250,Batuan_Sedimen,1,5,Buruk
357,108.1325,-7.4042,0.524288,189.9586,250,Breksi_dan_Piroklastik_Tua,3,6,Baik
358,108.1375,-7.4042,0.551174,189.9586,250,Batuan_Sedimen,3,6,Baik
359,108.1426,-7.4042,0.551174,189.9586,250,Batuan_Sedimen,2,6,Baik
360,108.1476,-7.4042,0.578061,169.963,250,Batuan_Sedimen,1,6,Baik
361,108.1526,-7.4042,0.604948,169.963,250,Batuan_Sedimen,1,6,Baik
362,108.1576,-7.4042,0.631834,169.963,250,Batuan_Sedimen,2,6,Baik
363,108.1626,-7.4042,0.658721,189.9586,250,Batuan_Sedimen,3,6,Baik
364,108.1676,-7.4042,0.658721,189.9586,250,Batuan_Sedimen,2,5,Baik
365,108.1726,-7.4042,0.658721,189.9586,250,Batuan_Sedimen,3,5,Baik
366,108.1776,-7.4042,0.631834,189.9586,250,Alluvial,2,4,Baik
367,108.1826,-7.4042,0.631834,189.9586,250,Batuan_Sedimen,2,4,Baik
368,108.1876,-7.4042,0.578061,189.9586,250,Batuan_Sedimen,2,5,Baik
369,108.3078,-7.4042,0.470515,249.9456,250,Batuan_Sedimen,3,7,Baik
370,108.3128,-7.4042,0.470515,249.9456,250,Batuan_Sedimen,3,7,Baik
371,108.3178,-7.4042,0.470515,269.9412,250,Batuan_Sedimen,3,7,Baik
372,108.3228,-7.4042,0.443628,269.9412,250,Batuan_Sedimen,4,6,Baik
373,108.3278,-7.4042,0.416742,269.9412,250,Batuan_Sedimen,3,6,Baik
374,108.3329,-7.4042,0.389855,269.9412,250,Batuan_Sedimen,3,5,Baik
375,108.3379,-7.4042,0.362969,269.9412,250,Batuan_Sedimen,3,5,Buruk
376,108.3529,-7.4042,0.309195,249.9456,250,Batuan_Sedimen,1,5,Buruk
