FID,x,y,lineament_dens,drainage_dens,curah_hujan,litologi,slope,elevasi,potensi
666,108.3479,-7.33447,0.147876,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
667,108.3529,-7.33447,0.12099,149.9673,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
668,108.1275,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
669,108.1325,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
670,108.1375,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
671,108.1426,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
672,108.1476,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
673,108.1526,-7.3308,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
674,108.1976,-7.3308,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Baik
675,108.2027,-7.3308,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
676,108.2077,-7.3308,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
677,108.2127,-7.3308,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
678,108.2177,-7.3308,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
679,108.2227,-7.3308,0.04033,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
680,108.2377,-7.3308,0.147876,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
681,108.2427,-7.3308,0.174763,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
682,108.2477,-7.3308,0.228536,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
683,108.2527,-7.3308,0.282309,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
684,108.2577,-7.3308,0.309195,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
685,108.2627,-7.3308,0.362969,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
686,108.2678,-7.3308,0.389855,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
687,108.2728,-7.3308,0.416742,209.9543,350,Breksi_Gunung_Api,3,5,Buruk
688,108.2778,-7.3308,0.443628,209.9543,350,Breksi_Gunung_Api,1,4,Baik
689,108.2828,-7.3308,0.443628,209.9543,350,Breksi_Gunung_Api,3,4,Baik
690,108.2878,-7.3308,0.443628,209.9543,350,Breksi_Gunung_Api,3,4,Baik
691,108.2928,-7.3308,0.443628,189.9586,350,Breksi_Gunung_Api,3,4,Baik
692,108.2978,-7.3308,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,3,4,Baik
693,108.3028,-7.3308,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
694,108.3078,-7.3308,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
695,108.3128,-7.3308,0.362969,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
696,108.3178,-7.3308,0.336082,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
697,108.3228,-7.3308,0.309195,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
698,108.3278,-7.3308,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
699,108.3329,-7.3308,0.228536,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
700,108.3329,-7.3308,0.228536,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
701,108.3379,-7.3308,0.201649,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
702,108.3429,-7.3308,0.174763,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
703,108.3479,-7.3308,0.147876,169.963,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
704,108.3529,-7.3308,0.12099,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
705,108.1275,-7.32714,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
706,108.1325,-7.32714,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
707,108.1375,-7.32714,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
708,108.1426,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
709,108.1476,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
710,108.1526,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
711,108.2027,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
712,108.2077,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
713,108.2127,-7.32714,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
714,108.2177,-7.32714,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
715,108.2227,-7.32714,0.067216,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
716,108.2277,-7.32714,0.094103,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
717,108.2427,-7.32714,0.201649,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
718,108.2477,-7.32714,0.255422,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
719,108.2527,-7.32714,0.309195,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
720,108.2577,-7.32714,0.336082,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
721,108.2627,-7.32714,0.389855,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
722,108.2678,-7.32714,0.416742,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
723,108.2728,-7.32714,0.443628,209.9543,350,Breksi_Gunung_Api,2,4,Buruk
724,108.2778,-7.32714,0.470515,209.9543,350,Breksi_Gunung_Api,2,4,Baik
725,108.2828,-7.32714,0.470515,209.9543,350,Breksi_Gunung_Api,2,5,Baik
726,108.2878,-7.32714,0.470515,189.9586,350,Breksi_Gunung_Api,1,5,Baik
727,108.2928,-7.32714,0.470515,189.9586,350,Breksi_Gunung_Api,2,4,Baik
728,108.2978,-7.32714,0.470515,189.9586,350,Breksi_Gunung_Api,1,4,Buruk
729,108.3028,-7.32714,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
730,108.3078,-7.32714,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
731,108.3128,-7.32714,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
732,108.3178,-7.32714,0.336082,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
733,108.3228,-7.32714,0.309195,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
734,108.3228,-7.32714,0.309195,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
735,108.3278,-7.32714,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
736,108.3329,-7.32714,0.255422,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
737,108.3379,-7.32714,0.201649,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
738,108.3429,-7.32714,0.174763,169.963,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
739,108.3479,-7.32714,0.147876,169.963,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
740,108.3529,-7.32714,0.12099,149.9673,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
741,108.1275,-7.32347,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
742,108.1325,-7.32347,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
743,108.1375,-7.32347,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
744,108.1426,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
745,108.1476,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
746,108.1526,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
747,108.1726,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
748,108.1776,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,2,6,Baik
749,108.2077,-7.32347,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
750,108.2127,-7.32347,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
751,108.2177,-7.32347,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
752,108.2227,-7.32347,0.067216,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
753,108.2277,-7.32347,0.12099,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
754,108.2427,-7.32347,0.228536,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
755,108.2477,-7.32347,0.282309,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
756,108.2527,-7.32347,0.309195,189.9586,350,Breksi_Gunung_Api,2,5,Buruk
757,108.2577,-7.32347,0.362969,209.9543,350,Breksi_Gunung_Api,3,5,Buruk
758,108.2627,-7.32347,0.416742,209.9543,350,Breksi_Gunung_Api,3,5,Buruk
759,108.2678,-7.32347,0.443628,209.9543,350,Breksi_Gunung_Api,3,5,Buruk
760,108.2728,-7.32347,0.470515,209.9543,350,Breksi_Gunung_Api,2,4,Baik
761,108.2778,-7.32347,0.497401,209.9543,350,Breksi_Gunung_Api,3,5,Baik
762,108.2828,-7.32347,0.497401,209.9543,350,Breksi_Gunung_Api,1,5,Baik
763,108.2878,-7.32347,0.497401,189.9586,350,Breksi_Gunung_Api,2,4,Baik
764,108.2928,-7.32347,0.497401,189.9586,350,Breksi_Gunung_Api,1,4,Buruk
765,108.2978,-7.32347,0.470515,189.9586,350,Breksi_Gunung_Api,2,4,Buruk
766,108.3028,-7.32347,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
767,108.3078,-7.32347,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
768,108.3128,-7.32347,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
769,108.3178,-7.32347,0.362969,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
770,108.3228,-7.32347,0.336082,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
771,108.3278,-7.32347,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
772,108.3329,-7.32347,0.255422,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
773,108.3379,-7.32347,0.201649,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
774,108.3429,-7.32347,0.174763,149.9673,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
775,108.3479,-7.32347,0.147876,149.9673,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
776,108.1275,-7.3198,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
777,108.1325,-7.3198,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
778,108.1375,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
779,108.1426,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
780,108.1476,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
781,108.1626,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Buruk
782,108.1676,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,2,7,Baik
783,108.1726,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,2,7,Baik
784,108.1776,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,2,6,Baik
785,108.2077,-7.3198,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
786,108.2127,-7.3198,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
787,108.2177,-7.3198,0.067216,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
788,108.2227,-7.3198,0.094103,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
789,108.2277,-7.3198,0.12099,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
790,108.2477,-7.3198,0.309195,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
791,108.2527,-7.3198,0.336082,189.9586,350,Breksi_Gunung_Api,2,5,Buruk
792,108.2678,-7.3198,0.470515,209.9543,350,Breksi_Gunung_Api,2,4,Baik
793,108.2728,-7.3198,0.497401,209.9543,350,Breksi_Gunung_Api,2,4,Baik
794,108.2778,-7.3198,0.497401,209.9543,350,Breksi_Gunung_Api,1,5,Baik
795,108.2828,-7.3198,0.524288,189.9586,350,Breksi_Gunung_Api,2,5,Baik
796,108.2878,-7.3198,0.524288,189.9586,350,Breksi_Gunung_Api,2,4,Baik
797,108.2928,-7.3198,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
798,108.2978,-7.3198,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
799,108.3028,-7.3198,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
800,108.3078,-7.3198,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
801,108.3128,-7.3198,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
802,108.3178,-7.3198,0.362969,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
803,108.3228,-7.3198,0.336082,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
804,108.3278,-7.3198,0.309195,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
805,108.3329,-7.3198,0.255422,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
806,108.3379,-7.3198,0.228536,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
807,108.3429,-7.3198,0.174763,149.9673,350,Breksi_dan_Piroklastik_Tua,1,3,Buruk
808,108.1275,-7.31613,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
809,108.1325,-7.31613,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
810,108.1375,-7.31613,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
811,108.1426,-7.31613,0.013443,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Baik
812,108.1626,-7.31613,0.013443,169.963,350,Breksi_Gunung_Api,1,7,Baik
813,108.1676,-7.31613,0.013443,169.963,350,Breksi_Gunung_Api,2,7,Baik
814,108.1726,-7.31613,0.013443,169.963,350,Breksi_Gunung_Api,2,7,Baik
815,108.2027,-7.31613,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Baik
816,108.2077,-7.31613,0.04033,169.963,350,Breksi_Gunung_Api,1,6,Baik
817,108.2127,-7.31613,0.04033,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
818,108.2177,-7.31613,0.067216,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
819,108.2728,-7.31613,0.497401,209.9543,350,Breksi_Gunung_Api,2,5,Baik
820,108.2778,-7.31613,0.524288,209.9543,350,Breksi_Gunung_Api,1,5,Baik
821,108.2828,-7.31613,0.524288,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Baik
822,108.2878,-7.31613,0.524288,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
823,108.2928,-7.31613,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
824,108.2978,-7.31613,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
825,108.3028,-7.31613,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
826,108.3078,-7.31613,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
827,108.3128,-7.31613,0.416742,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
828,108.3178,-7.31613,0.389855,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
829,108.3228,-7.31613,0.336082,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
830,108.3278,-7.31613,0.309195,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
831,108.3329,-7.31613,0.282309,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
832,108.3379,-7.31613,0.228536,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
833,108.3429,-7.31613,0.201649,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
834,108.1275,-7.31246,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
835,108.1325,-7.31246,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
836,108.1375,-7.31246,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
837,108.1426,-7.31246,0.013443,169.963,350,Breksi_Gunung_Api,1,7,Baik
838,108.1626,-7.31246,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
839,108.1676,-7.31246,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
840,108.1726,-7.31246,0.013443,149.9673,350,Breksi_Gunung_Api,2,7,Baik
841,108.1926,-7.31246,0.013443,169.963,350,Breksi_Gunung_Api,2,6,Baik
842,108.1976,-7.31246,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Baik
843,108.2027,-7.31246,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Baik
844,108.2077,-7.31246,0.04033,169.963,350,Breksi_Gunung_Api,1,6,Baik
845,108.2477,-7.31246,0.336082,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
846,108.2978,-7.31246,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
847,108.3028,-7.31246,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
848,108.3078,-7.31246,0.443628,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
849,108.3128,-7.31246,0.416742,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
850,108.3178,-7.31246,0.389855,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
851,108.3228,-7.31246,0.362969,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
852,108.3278,-7.31246,0.309195,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
853,108.3329,-7.31246,0.282309,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
854,108.3379,-7.31246,0.255422,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
855,108.1275,-7.30879,0.013443,209.9543,350,Breksi_Gunung_Api,1,8,Baik
856,108.1325,-7.30879,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
857,108.1375,-7.30879,0.013443,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Baik
858,108.1626,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
859,108.1676,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
860,108.1776,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,2,7,Baik
861,108.1876,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
862,108.1926,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
863,108.1976,-7.30879,0.013443,149.9673,350,Breksi_Gunung_Api,2,6,Baik
864,108.2027,-7.30879,0.04033,169.963,350,Breksi_Gunung_Api,1,6,Baik
865,108.2077,-7.30879,0.04033,169.963,350,Breksi_Gunung_Api,1,6,Baik
866,108.2127,-7.30879,0.067216,169.963,350,Breksi_Gunung_Api,1,6,Baik
867,108.2377,-7.30879,0.282309,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
868,108.2427,-7.30879,0.309195,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
869,108.2477,-7.30879,0.362969,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
870,108.2978,-7.30879,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
871,108.3028,-7.30879,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,3,5,Buruk
872,108.3078,-7.30879,0.443628,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
873,108.3128,-7.30879,0.416742,169.963,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
874,108.3178,-7.30879,0.389855,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
875,108.3228,-7.30879,0.362969,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
876,108.3278,-7.30879,0.336082,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
877,108.3329,-7.30879,0.282309,149.9673,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
878,108.1275,-7.30512,0.013443,209.9543,350,Breksi_Gunung_Api,1,8,Baik
879,108.1325,-7.30512,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
880,108.1375,-7.30512,0.013443,189.9586,350,Breksi_Gunung_Api,1,7,Baik
881,108.1776,-7.30512,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
882,108.1826,-7.30512,0.013443,149.9673,350,Breksi_Gunung_Api,1,7,Baik
883,108.1876,-7.30512,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
884,108.1926,-7.30512,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
885,108.1976,-7.30512,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
886,108.2027,-7.30512,0.04033,149.9673,350,Breksi_Gunung_Api,1,6,Baik
887,108.2077,-7.30512,0.067216,149.9673,350,Breksi_Gunung_Api,1,6,Baik
888,108.2127,-7.30512,0.094103,169.963,350,Breksi_Gunung_Api,1,6,Baik
889,108.2327,-7.30512,0.255422,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
890,108.2377,-7.30512,0.282309,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
891,108.2427,-7.30512,0.336082,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
892,108.1275,-7.30145,0.013443,209.9543,350,Breksi_Gunung_Api,1,8,Baik
893,108.1325,-7.30145,0.013443,189.9586,350,Breksi_dan_Piroklastik_Muda,1,8,Baik
894,108.1375,-7.30145,0.013443,169.963,350,Breksi_Gunung_Api,1,8,Baik
895,108.1726,-7.30145,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
896,108.1776,-7.30145,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
897,108.1826,-7.30145,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
898,108.1876,-7.30145,0.013443,129.9717,350,Breksi_Gunung_Api,1,6,Baik
899,108.1926,-7.30145,0.013443,149.9673,350,Breksi_Gunung_Api,1,6,Baik
900,108.1976,-7.30145,0.04033,149.9673,350,Breksi_Gunung_Api,1,6,Baik
901,108.2027,-7.30145,0.04033,149.9673,350,Breksi_Gunung_Api,1,6,Baik
902,108.2077,-7.30145,0.094103,149.9673,350,Breksi_Gunung_Api,1,6,Baik
903,108.2127,-7.30145,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
904,108.2177,-7.30145,0.147876,169.963,350,Breksi_Gunung_Api,1,6,Baik
905,108.2327,-7.30145,0.282309,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
906,108.2377,-7.30145,0.309195,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
907,108.1275,-7.29778,0.013443,209.9543,350,Breksi_Gunung_Api,1,8,Baik
908,108.1325,-7.29778,0.013443,189.9586,350,Breksi_dan_Piroklastik_Muda,1,8,Baik
909,108.1375,-7.29778,0.013443,169.963,350,Breksi_Gunung_Api,1,8,Baik
910,108.1676,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
911,108.1726,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
912,108.1776,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,2,7,Baik
913,108.1826,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,2,7,Baik
914,108.1876,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,1,6,Baik
915,108.1926,-7.29778,0.013443,129.9717,350,Breksi_Gunung_Api,1,6,Baik
916,108.1976,-7.29778,0.04033,149.9673,350,Breksi_Gunung_Api,1,6,Baik
917,108.2027,-7.29778,0.067216,149.9673,350,Breksi_Gunung_Api,1,6,Baik
918,108.2077,-7.29778,0.094103,149.9673,350,Breksi_Gunung_Api,1,6,Baik
919,108.2127,-7.29778,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
920,108.2177,-7.29778,0.174763,169.963,350,Breksi_Gunung_Api,1,6,Baik
921,108.2227,-7.29778,0.201649,169.963,350,Breksi_Gunung_Api,1,6,Baik
922,108.2277,-7.29778,0.255422,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
923,108.2327,-7.29778,0.309195,169.963,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
924,108.2728,-7.29778,0.497401,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
925,108.3529,-7.29778,0.228536,149.9673,350,Breksi_dan_Piroklastik_Tua,2,3,Buruk
926,108.1275,-7.29411,0.013443,209.9543,350,Breksi_Gunung_Api,1,8,Baik
927,108.1325,-7.29411,0.013443,189.9586,350,Breksi_Gunung_Api,1,8,Baik
928,108.1626,-7.29411,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
929,108.1676,-7.29411,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
930,108.1726,-7.29411,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
931,108.1776,-7.29411,0.013443,129.9717,350,Breksi_Gunung_Api,2,7,Baik
932,108.1826,-7.29411,0.013443,129.9717,350,Breksi_Gunung_Api,2,7,Baik
933,108.1876,-7.29411,0.013443,129.9717,350,Breksi_Gunung_Api,2,7,Baik
934,108.1926,-7.29411,0.04033,129.9717,350,Breksi_Gunung_Api,1,6,Baik
935,108.1976,-7.29411,0.067216,149.9673,350,Breksi_Gunung_Api,2,6,Baik
936,108.2027,-7.29411,0.094103,149.9673,350,Breksi_Gunung_Api,1,6,Baik
937,108.2077,-7.29411,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
938,108.2127,-7.29411,0.147876,149.9673,350,Breksi_Gunung_Api,2,6,Baik
939,108.2177,-7.29411,0.201649,169.963,350,Breksi_Gunung_Api,1,6,Baik
940,108.2227,-7.29411,0.228536,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
941,108.2277,-7.29411,0.282309,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
942,108.2627,-7.29411,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
943,108.2678,-7.29411,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
944,108.2728,-7.29411,0.497401,229.9499,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
945,108.2778,-7.29411,0.497401,229.9499,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
946,108.2828,-7.29411,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
947,108.2878,-7.29411,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
948,108.3479,-7.29411,0.255422,149.9673,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
949,108.3529,-7.29411,0.255422,149.9673,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
950,108.1275,-7.29044,0.013443,209.9543,350,Breksi_dan_Piroklastik_Muda,2,8,Baik
951,108.1325,-7.29044,0.013443,189.9586,350,Breksi_dan_Piroklastik_Muda,1,8,Baik
952,108.1626,-7.29044,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
